Indicator,Group,State,Subgroup,Time Period Label,Time Period End Date,Value
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,Mar 3 - Mar 15,03/15/2021,18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,Mar 3 - Mar 15,03/15/2021,16.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,Mar 3 - Mar 15,03/15/2021,18.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,Mar 3 - Mar 15,03/15/2021,17.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,Mar 3 - Mar 15,03/15/2021,20
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,Mar 3 - Mar 15,03/15/2021,16.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,Mar 3 - Mar 15,03/15/2021,24
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Mar 3 - Mar 15,03/15/2021,19.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,Mar 3 - Mar 15,03/15/2021,20.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,Mar 3 - Mar 15,03/15/2021,15.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,Mar 3 - Mar 15,03/15/2021,21.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,Mar 3 - Mar 15,03/15/2021,20.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,Mar 3 - Mar 15,03/15/2021,17.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,Mar 3 - Mar 15,03/15/2021,16
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,Mar 3 - Mar 15,03/15/2021,21.7
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Mar 3 - Mar 15,03/15/2021,16
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,Mar 3 - Mar 15,03/15/2021,18.5
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,Mar 3 - Mar 15,03/15/2021,26.4
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,Mar 3 - Mar 15,03/15/2021,18.6
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,Mar 3 - Mar 15,03/15/2021,16.1
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,Mar 3 - Mar 15,03/15/2021,11.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,Mar 3 - Mar 15,03/15/2021,20
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Mar 3 - Mar 15,03/15/2021,22.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,Mar 3 - Mar 15,03/15/2021,23.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Mar 3 - Mar 15,03/15/2021,16.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Mar 3 - Mar 15,03/15/2021,18.6
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,Mar 3 - Mar 15,03/15/2021,17.9
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,Mar 3 - Mar 15,03/15/2021,15.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,Mar 3 - Mar 15,03/15/2021,19.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,Mar 3 - Mar 15,03/15/2021,21.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,Mar 3 - Mar 15,03/15/2021,14.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,Mar 3 - Mar 15,03/15/2021,18.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,Mar 3 - Mar 15,03/15/2021,21
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,Mar 3 - Mar 15,03/15/2021,20.1
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,Mar 3 - Mar 15,03/15/2021,21.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Mar 3 - Mar 15,03/15/2021,16.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,Mar 3 - Mar 15,03/15/2021,17.6
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,Mar 17 - Mar 29,03/29/2021,26.8
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,Mar 17 - Mar 29,03/29/2021,27.6
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,Mar 17 - Mar 29,03/29/2021,28.4
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,Mar 17 - Mar 29,03/29/2021,25.8
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,Mar 17 - Mar 29,03/29/2021,22.7
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,Mar 17 - Mar 29,03/29/2021,17.6
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,Mar 17 - Mar 29,03/29/2021,17.1
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,Mar 17 - Mar 29,03/29/2021,20.5
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,Mar 17 - Mar 29,03/29/2021,26.2
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,Mar 17 - Mar 29,03/29/2021,27.2
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,Mar 17 - Mar 29,03/29/2021,23.4
"Delayed Medical Care, Last 4 Weeks",By State,California,California,Mar 17 - Mar 29,03/29/2021,30.6
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,Mar 17 - Mar 29,03/29/2021,23
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,Mar 17 - Mar 29,03/29/2021,27.2
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,Mar 17 - Mar 29,03/29/2021,20.3
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Mar 17 - Mar 29,03/29/2021,28.2
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,Mar 17 - Mar 29,03/29/2021,24.1
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,Mar 17 - Mar 29,03/29/2021,25.8
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,Mar 17 - Mar 29,03/29/2021,27
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,Mar 17 - Mar 29,03/29/2021,20.2
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,Mar 17 - Mar 29,03/29/2021,26.2
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,Mar 17 - Mar 29,03/29/2021,20.1
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,Mar 17 - Mar 29,03/29/2021,16.8
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,Mar 17 - Mar 29,03/29/2021,22
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,Mar 17 - Mar 29,03/29/2021,24.7
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,Mar 17 - Mar 29,03/29/2021,24.9
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,Mar 17 - Mar 29,03/29/2021,26.9
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,Mar 17 - Mar 29,03/29/2021,24.5
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Mar 17 - Mar 29,03/29/2021,25.3
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,Mar 17 - Mar 29,03/29/2021,21
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,Mar 17 - Mar 29,03/29/2021,20.7
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,Mar 17 - Mar 29,03/29/2021,22
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,Mar 17 - Mar 29,03/29/2021,19.7
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,Mar 17 - Mar 29,03/29/2021,19.8
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,Mar 17 - Mar 29,03/29/2021,17.9
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,Mar 17 - Mar 29,03/29/2021,26.2
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Mar 17 - Mar 29,03/29/2021,18.8
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,Mar 17 - Mar 29,03/29/2021,26.1
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,Mar 17 - Mar 29,03/29/2021,33.5
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,Mar 17 - Mar 29,03/29/2021,24.6
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,Mar 17 - Mar 29,03/29/2021,27.1
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,Mar 17 - Mar 29,03/29/2021,13.7
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,Mar 17 - Mar 29,03/29/2021,23.6
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Mar 17 - Mar 29,03/29/2021,32.2
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,Mar 17 - Mar 29,03/29/2021,27.4
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Mar 17 - Mar 29,03/29/2021,25.6
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Mar 17 - Mar 29,03/29/2021,24.1
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,Mar 17 - Mar 29,03/29/2021,20.2
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,Mar 17 - Mar 29,03/29/2021,18.5
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,Mar 17 - Mar 29,03/29/2021,24.4
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,Mar 17 - Mar 29,03/29/2021,25.7
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,Mar 17 - Mar 29,03/29/2021,19.5
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,Mar 17 - Mar 29,03/29/2021,24.3
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,Mar 17 - Mar 29,03/29/2021,23.6
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,Mar 17 - Mar 29,03/29/2021,27.7
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,Mar 17 - Mar 29,03/29/2021,28.4
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Mar 17 - Mar 29,03/29/2021,18.2
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,Mar 17 - Mar 29,03/29/2021,24.7
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,Mar 17 - Mar 29,03/29/2021,18.2
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,Mar 17 - Mar 29,03/29/2021,21.4
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,Mar 17 - Mar 29,03/29/2021,22.7
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,Mar 17 - Mar 29,03/29/2021,20.5
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,Mar 17 - Mar 29,03/29/2021,17.9
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,Mar 17 - Mar 29,03/29/2021,13.7
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,Mar 17 - Mar 29,03/29/2021,12.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,Alabama,Mar 17 - Mar 29,03/29/2021,16.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,Mar 17 - Mar 29,03/29/2021,20.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,Mar 17 - Mar 29,03/29/2021,20.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,Mar 17 - Mar 29,03/29/2021,18.9
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,Mar 17 - Mar 29,03/29/2021,23.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,Mar 17 - Mar 29,03/29/2021,15.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,Mar 17 - Mar 29,03/29/2021,18.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,Mar 17 - Mar 29,03/29/2021,14.7
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Mar 17 - Mar 29,03/29/2021,18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,Mar 17 - Mar 29,03/29/2021,17.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,Mar 17 - Mar 29,03/29/2021,21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,Mar 17 - Mar 29,03/29/2021,18.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,Mar 17 - Mar 29,03/29/2021,15.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,Mar 17 - Mar 29,03/29/2021,19.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,Mar 17 - Mar 29,03/29/2021,16.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,Mar 17 - Mar 29,03/29/2021,11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,Mar 17 - Mar 29,03/29/2021,16.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,Mar 17 - Mar 29,03/29/2021,17.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,Mar 17 - Mar 29,03/29/2021,19.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,Mar 17 - Mar 29,03/29/2021,22.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,Mar 17 - Mar 29,03/29/2021,17.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Mar 17 - Mar 29,03/29/2021,17.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,Mar 17 - Mar 29,03/29/2021,18
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,Mar 17 - Mar 29,03/29/2021,16.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,Mar 17 - Mar 29,03/29/2021,21.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,Mar 17 - Mar 29,03/29/2021,15.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,Mar 17 - Mar 29,03/29/2021,14.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,Mar 17 - Mar 29,03/29/2021,14.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,Mar 17 - Mar 29,03/29/2021,24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Mar 17 - Mar 29,03/29/2021,13
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,Mar 17 - Mar 29,03/29/2021,20.1
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,Mar 17 - Mar 29,03/29/2021,26.5
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,Mar 17 - Mar 29,03/29/2021,16.6
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,Mar 17 - Mar 29,03/29/2021,19.8
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,Mar 17 - Mar 29,03/29/2021,10.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,Mar 17 - Mar 29,03/29/2021,21
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Mar 17 - Mar 29,03/29/2021,27
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,Mar 17 - Mar 29,03/29/2021,21
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Mar 17 - Mar 29,03/29/2021,20.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Mar 17 - Mar 29,03/29/2021,14.7
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,Mar 17 - Mar 29,03/29/2021,16.7
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,Mar 17 - Mar 29,03/29/2021,15.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,Mar 17 - Mar 29,03/29/2021,17.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,Mar 17 - Mar 29,03/29/2021,20.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,Mar 17 - Mar 29,03/29/2021,15.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,Mar 17 - Mar 29,03/29/2021,17.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,Mar 17 - Mar 29,03/29/2021,17.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,Mar 17 - Mar 29,03/29/2021,21.4
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,Mar 17 - Mar 29,03/29/2021,24
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Mar 17 - Mar 29,03/29/2021,13.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,Mar 17 - Mar 29,03/29/2021,16.4
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,Mar 30 - Apr 13,04/13/2021,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,Mar 30 - Apr 13,04/13/2021,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,Mar 30 - Apr 13,04/13/2021,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,Mar 30 - Apr 13,04/13/2021,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,Mar 30 - Apr 13,04/13/2021,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,Mar 30 - Apr 13,04/13/2021,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,Mar 30 - Apr 13,04/13/2021,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,Apr 14 - Apr 26,04/26/2021,23.8
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,Apr 14 - Apr 26,04/26/2021,23.4
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,Apr 14 - Apr 26,04/26/2021,22.5
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,Apr 14 - Apr 26,04/26/2021,21.4
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,Apr 14 - Apr 26,04/26/2021,17.3
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,Apr 14 - Apr 26,04/26/2021,14.4
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,Apr 14 - Apr 26,04/26/2021,11.2
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,Apr 14 - Apr 26,04/26/2021,19.1
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,Apr 14 - Apr 26,04/26/2021,22
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,Apr 14 - Apr 26,04/26/2021,20.6
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,Apr 14 - Apr 26,04/26/2021,13.5
"Delayed Medical Care, Last 4 Weeks",By State,California,California,Apr 14 - Apr 26,04/26/2021,26.6
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,Apr 14 - Apr 26,04/26/2021,17.9
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,Apr 14 - Apr 26,04/26/2021,18.5
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,Apr 14 - Apr 26,04/26/2021,28
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Apr 14 - Apr 26,04/26/2021,27.3
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,Apr 14 - Apr 26,04/26/2021,18.8
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,Apr 14 - Apr 26,04/26/2021,19.8
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,Apr 14 - Apr 26,04/26/2021,17.1
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,Apr 14 - Apr 26,04/26/2021,16.4
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,Apr 14 - Apr 26,04/26/2021,19.7
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,Apr 14 - Apr 26,04/26/2021,16
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,Apr 14 - Apr 26,04/26/2021,15.1
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,Apr 14 - Apr 26,04/26/2021,16.4
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,Apr 14 - Apr 26,04/26/2021,23.4
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,Apr 14 - Apr 26,04/26/2021,19.8
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,Apr 14 - Apr 26,04/26/2021,19.9
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,Apr 14 - Apr 26,04/26/2021,20.6
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Apr 14 - Apr 26,04/26/2021,24.2
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,Apr 14 - Apr 26,04/26/2021,24.4
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,Apr 14 - Apr 26,04/26/2021,18.5
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,Apr 14 - Apr 26,04/26/2021,14.1
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,Apr 14 - Apr 26,04/26/2021,19
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,Apr 14 - Apr 26,04/26/2021,19.9
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,Apr 14 - Apr 26,04/26/2021,17.5
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,Apr 14 - Apr 26,04/26/2021,20.7
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Apr 14 - Apr 26,04/26/2021,14.1
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,Apr 14 - Apr 26,04/26/2021,22.3
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,Apr 14 - Apr 26,04/26/2021,24.9
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,Apr 14 - Apr 26,04/26/2021,20.1
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,Apr 14 - Apr 26,04/26/2021,18.2
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,Apr 14 - Apr 26,04/26/2021,16.5
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,Apr 14 - Apr 26,04/26/2021,16.4
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Apr 14 - Apr 26,04/26/2021,16.4
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,Apr 14 - Apr 26,04/26/2021,24.2
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Apr 14 - Apr 26,04/26/2021,19.8
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Apr 14 - Apr 26,04/26/2021,24.3
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,Apr 14 - Apr 26,04/26/2021,10.7
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,Apr 14 - Apr 26,04/26/2021,13.9
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,Apr 14 - Apr 26,04/26/2021,18.8
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,Apr 14 - Apr 26,04/26/2021,22
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,Apr 14 - Apr 26,04/26/2021,12.4
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,Apr 14 - Apr 26,04/26/2021,21.2
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,Apr 14 - Apr 26,04/26/2021,18.9
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,Apr 14 - Apr 26,04/26/2021,21.7
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,Apr 14 - Apr 26,04/26/2021,21.3
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Apr 14 - Apr 26,04/26/2021,18.9
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,Apr 14 - Apr 26,04/26/2021,16.1
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,Apr 14 - Apr 26,04/26/2021,16.3
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,Apr 14 - Apr 26,04/26/2021,18.4
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,Apr 14 - Apr 26,04/26/2021,18.6
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,Apr 14 - Apr 26,04/26/2021,17.5
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,Apr 14 - Apr 26,04/26/2021,14.7
